"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 04 14:39:56 GMT 2024","Mon Mar 04 14:39:59 GMT 2024","2765","Monkkee Regression","Regression General","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"passed","Mon Mar 04 14:39:33 GMT 2024","Mon Mar 04 14:39:35 GMT 2024","2215","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Mon Mar 04 14:39:45 GMT 2024","Mon Mar 04 14:39:47 GMT 2024","2712","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"passed","Mon Mar 04 14:39:37 GMT 2024","Mon Mar 04 14:39:40 GMT 2024","2870","Monkkee Regression","Regression General","tests.HeaderFooterTest","tests.HeaderFooterTest","goToSHeaderSection","Verify redirections of header buttons",""
"passed","Mon Mar 04 14:39:24 GMT 2024","Mon Mar 04 14:39:26 GMT 2024","1501","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Mon Mar 04 14:40:26 GMT 2024","Mon Mar 04 14:40:29 GMT 2024","3687","Monkkee Regression","Regression Tags","tests.TagsTest","tests.TagsTest","verifyTag","Verify assigned tag from Entries page",""
"passed","Mon Mar 04 14:40:03 GMT 2024","Mon Mar 04 14:40:07 GMT 2024","4619","Monkkee Regression","Regression Tags","tests.TagsTest","tests.TagsTest","findTag","Find existing tag",""
"passed","Mon Mar 04 14:39:27 GMT 2024","Mon Mar 04 14:39:28 GMT 2024","1350","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Mon Mar 04 14:41:36 GMT 2024","Mon Mar 04 14:41:56 GMT 2024","20322","Monkkee Regression","Regression Entries","tests.EntriesTest","tests.EntriesTest","removePicture","Remove a picture",""
"passed","Mon Mar 04 14:39:37 GMT 2024","Mon Mar 04 14:39:39 GMT 2024","2185","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Mon Mar 04 14:42:03 GMT 2024","Mon Mar 04 14:42:05 GMT 2024","2419","Monkkee Regression","Regression Entries","tests.EntriesTest","tests.EntriesTest","searchForNonExistingEntry","Search for non-existing entry",""
"passed","Mon Mar 04 14:40:40 GMT 2024","Mon Mar 04 14:40:53 GMT 2024","13191","Monkkee Regression","Regression Entries","tests.EntriesTest","tests.EntriesTest","expandToolbar","Expand a toolbar",""
"passed","Mon Mar 04 14:39:53 GMT 2024","Mon Mar 04 14:39:55 GMT 2024","1373","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"passed","Mon Mar 04 14:39:46 GMT 2024","Mon Mar 04 14:40:01 GMT 2024","14965","Monkkee Regression","Regression Tags","tests.TagsTest","tests.TagsTest","editTag","Edit existing tag",""
"passed","Mon Mar 04 14:40:12 GMT 2024","Mon Mar 04 14:40:25 GMT 2024","13039","Monkkee Regression","Regression Tags","tests.TagsTest","tests.TagsTest","removeTag","Remove assigned tag",""
"passed","Mon Mar 04 14:39:42 GMT 2024","Mon Mar 04 14:39:44 GMT 2024","1345","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"passed","Mon Mar 04 14:40:54 GMT 2024","Mon Mar 04 14:40:57 GMT 2024","2534","Monkkee Regression","Regression Entries","tests.EntriesTest","tests.EntriesTest","goBackToEntries","Go back to Entries page",""
"passed","Mon Mar 04 14:39:28 GMT 2024","Mon Mar 04 14:39:30 GMT 2024","1502","Monkkee Regression","Regression General","tests.HeaderFooterTest","tests.HeaderFooterTest","goToFooterSection","Verify redirections of footer buttons",""
"passed","Mon Mar 04 14:39:41 GMT 2024","Mon Mar 04 14:39:55 GMT 2024","13977","Monkkee Regression","Regression Entries","tests.EntriesTest","tests.EntriesTest","cancelLinkCreationInNewEntry","Cancel link creation",""
