"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 01 18:51:55 GMT 2024","Fri Mar 01 18:52:07 GMT 2024","11541","Monkkee Regression","Regression","tests.TagsTest","tests.TagsTest","verifyTag","Verify assigned tag from Entries page",""
"broken","Fri Mar 01 18:50:28 GMT 2024","Fri Mar 01 18:50:40 GMT 2024","11763","Monkkee Regression","Regression","tests.TagsTest","tests.TagsTest","assignTags","Assign tag",""
"passed","Fri Mar 01 18:45:52 GMT 2024","Fri Mar 01 18:45:54 GMT 2024","1565","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 18:46:24 GMT 2024","Fri Mar 01 18:46:26 GMT 2024","1867","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","openRegistrationPage","Open Send a registration page",""
"broken","Fri Mar 01 18:45:55 GMT 2024","Fri Mar 01 18:46:06 GMT 2024","11728","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Fri Mar 01 18:49:34 GMT 2024","Fri Mar 01 18:49:45 GMT 2024","11680","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","searchForSingleEntry","Search a created entry",""
"passed","Fri Mar 01 18:49:49 GMT 2024","Fri Mar 01 18:49:53 GMT 2024","3542","Monkkee Regression","Regression","tests.HeaderFooterTest","tests.HeaderFooterTest","goToFooterSection","Verify redirections of footer buttons",""
"broken","Fri Mar 01 18:53:23 GMT 2024","Fri Mar 01 18:53:34 GMT 2024","11572","Monkkee Regression","Regression","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"passed","Fri Mar 01 18:46:45 GMT 2024","Fri Mar 01 18:46:47 GMT 2024","1955","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"broken","Fri Mar 01 18:47:16 GMT 2024","Fri Mar 01 18:47:28 GMT 2024","11608","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","cancelLinkCreationInNewEntry","Cancel link creation",""
"broken","Fri Mar 01 18:47:53 GMT 2024","Fri Mar 01 18:48:05 GMT 2024","11749","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","crudEntry","CRUD a simple entry",""
"broken","Fri Mar 01 18:48:56 GMT 2024","Fri Mar 01 18:49:08 GMT 2024","11774","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","removePicture","Remove a picture",""
"broken","Fri Mar 01 18:46:07 GMT 2024","Fri Mar 01 18:46:19 GMT 2024","11597","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"passed","Fri Mar 01 18:49:54 GMT 2024","Fri Mar 01 18:49:56 GMT 2024","2243","Monkkee Regression","Regression","tests.HeaderFooterTest","tests.HeaderFooterTest","goToFooterSection","Verify redirections of footer buttons",""
"broken","Fri Mar 01 18:47:41 GMT 2024","Fri Mar 01 18:47:52 GMT 2024","11541","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","createEntryWithFormatting","Create an entry with formatting",""
"passed","Fri Mar 01 18:49:57 GMT 2024","Fri Mar 01 18:49:59 GMT 2024","2130","Monkkee Regression","Regression","tests.HeaderFooterTest","tests.HeaderFooterTest","goToFooterSection","Verify redirections of footer buttons",""
"broken","Fri Mar 01 18:48:18 GMT 2024","Fri Mar 01 18:48:30 GMT 2024","11738","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","goBackToEntries","Go back to Entries page",""
"broken","Fri Mar 01 18:46:51 GMT 2024","Fri Mar 01 18:47:03 GMT 2024","11741","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","addLinkToNewEntry","Add link",""
"passed","Fri Mar 01 18:46:27 GMT 2024","Fri Mar 01 18:46:29 GMT 2024","1857","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"passed","Fri Mar 01 18:49:46 GMT 2024","Fri Mar 01 18:49:48 GMT 2024","2134","Monkkee Regression","Regression","tests.HeaderFooterTest","tests.HeaderFooterTest","goToFooterSection","Verify redirections of footer buttons",""
"broken","Fri Mar 01 18:52:45 GMT 2024","Fri Mar 01 18:52:57 GMT 2024","11515","Monkkee Regression","Regression","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"broken","Fri Mar 01 18:51:18 GMT 2024","Fri Mar 01 18:51:30 GMT 2024","11545","Monkkee Regression","Regression","tests.TagsTest","tests.TagsTest","findTag","Find existing tag",""
"broken","Fri Mar 01 18:47:03 GMT 2024","Fri Mar 01 18:47:15 GMT 2024","11730","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","addPicture","Add a picture",""
"passed","Fri Mar 01 18:50:00 GMT 2024","Fri Mar 01 18:50:02 GMT 2024","2057","Monkkee Regression","Regression","tests.HeaderFooterTest","tests.HeaderFooterTest","goToFooterSection","Verify redirections of footer buttons",""
"broken","Fri Mar 01 18:50:03 GMT 2024","Fri Mar 01 18:50:15 GMT 2024","11757","Monkkee Regression","Regression","tests.HeaderFooterTest","tests.HeaderFooterTest","goToSHeaderSection","Verify redirections of header buttons",""
"broken","Fri Mar 01 18:51:30 GMT 2024","Fri Mar 01 18:51:42 GMT 2024","11606","Monkkee Regression","Regression","tests.TagsTest","tests.TagsTest","goHomeFromTagsPage","Go home from Tags page",""
"broken","Fri Mar 01 18:50:41 GMT 2024","Fri Mar 01 18:50:52 GMT 2024","11709","Monkkee Regression","Regression","tests.TagsTest","tests.TagsTest","deleteAllTags","Delete all tags",""
"broken","Fri Mar 01 18:46:30 GMT 2024","Fri Mar 01 18:46:41 GMT 2024","11712","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"broken","Fri Mar 01 18:45:45 GMT 2024","Fri Mar 01 18:45:59 GMT 2024","13826","Monkkee Regression","Cleanup","tests.CleanupTest","tests.CleanupTest","cleanupEntries","Clening up test data",""
"broken","Fri Mar 01 18:50:16 GMT 2024","Fri Mar 01 18:50:27 GMT 2024","11523","Monkkee Regression","Regression","tests.HeaderFooterTest","tests.HeaderFooterTest","goToSHeaderSection","Verify redirections of header buttons",""
"broken","Fri Mar 01 18:51:06 GMT 2024","Fri Mar 01 18:51:17 GMT 2024","11705","Monkkee Regression","Regression","tests.TagsTest","tests.TagsTest","editTag","Edit existing tag",""
"passed","Fri Mar 01 18:46:20 GMT 2024","Fri Mar 01 18:46:23 GMT 2024","2812","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","loginWithInvalidCredentials","Login with empty/invalid credentials",""
"broken","Fri Mar 01 18:48:44 GMT 2024","Fri Mar 01 18:48:55 GMT 2024","11659","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","removeLinkFromNewEntry","Remove link",""
"broken","Fri Mar 01 18:50:53 GMT 2024","Fri Mar 01 18:51:05 GMT 2024","11580","Monkkee Regression","Regression","tests.TagsTest","tests.TagsTest","deleteTag","Delete tag by name",""
"passed","Fri Mar 01 18:46:48 GMT 2024","Fri Mar 01 18:46:50 GMT 2024","2024","Monkkee Regression","Regression","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
"broken","Fri Mar 01 18:52:08 GMT 2024","Fri Mar 01 18:52:19 GMT 2024","11736","Monkkee Regression","Regression","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"broken","Fri Mar 01 18:53:10 GMT 2024","Fri Mar 01 18:53:22 GMT 2024","11695","Monkkee Regression","Regression","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"broken","Fri Mar 01 18:48:31 GMT 2024","Fri Mar 01 18:48:43 GMT 2024","11739","Monkkee Regression","Regression","tests.EntriesTest","tests.EntriesTest","reduceToolbar","Reduce a toolbar",""
"broken","Fri Mar 01 18:53:35 GMT 2024","Fri Mar 01 18:53:47 GMT 2024","11717","Monkkee Regression","Regression","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
