"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Mar 04 14:30:04 GMT 2024","Mon Mar 04 14:30:19 GMT 2024","15027","Monkkee Regression","Regression Tags","tests.TagsTest","tests.TagsTest","assignTags","Assign tag",""
"passed","Mon Mar 04 14:30:33 GMT 2024","Mon Mar 04 14:30:36 GMT 2024","3051","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","successfulLogin","Login with valid credentials",""
"passed","Mon Mar 04 14:31:52 GMT 2024","Mon Mar 04 14:32:16 GMT 2024","24382","Monkkee Regression","Regression Entries","tests.EntriesTest","tests.EntriesTest","reduceToolbar","Reduce a toolbar",""
"failed","Mon Mar 04 14:31:33 GMT 2024","Mon Mar 04 14:31:46 GMT 2024","13517","Monkkee Regression","Regression Tags","tests.TagsTest","tests.TagsTest","verifyTag","Verify assigned tag from Entries page",""
"passed","Mon Mar 04 14:30:41 GMT 2024","Mon Mar 04 14:30:45 GMT 2024","3897","Monkkee Regression","Regression General","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"passed","Mon Mar 04 14:30:42 GMT 2024","Mon Mar 04 14:30:58 GMT 2024","16718","Monkkee Regression","Regression Tags","tests.TagsTest","tests.TagsTest","editTag","Edit existing tag",""
"passed","Mon Mar 04 14:30:37 GMT 2024","Mon Mar 04 14:30:41 GMT 2024","3359","Monkkee Regression","Regression General","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"passed","Mon Mar 04 14:30:45 GMT 2024","Mon Mar 04 14:31:08 GMT 2024","22943","Monkkee Regression","Regression Entries","tests.EntriesTest","tests.EntriesTest","cancelPicture","Cancel a picture",""
"passed","Mon Mar 04 14:30:51 GMT 2024","Mon Mar 04 14:30:55 GMT 2024","3664","Monkkee Regression","Regression General","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"passed","Mon Mar 04 14:31:05 GMT 2024","Mon Mar 04 14:31:08 GMT 2024","3513","Monkkee Regression","Regression General","tests.SettingsTest","tests.SettingsTest","goToSettingSection","Verify the display of settings section",""
"passed","Mon Mar 04 14:30:30 GMT 2024","Mon Mar 04 14:30:32 GMT 2024","1923","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","openReminderPage","Open Send a reminder page",""
"passed","Mon Mar 04 14:30:44 GMT 2024","Mon Mar 04 14:30:46 GMT 2024","2275","Monkkee Regression","Regression Login","tests.LoginTest","tests.LoginTest","verifyLanguageByReminderText","Change login page language",""
